ground, 3478, 637
small_bush, 3395, 539
big_hill, 4560, 480
big_bush, 4992, 539
small_bush, 4268, 539
small_bush, 4365, 539
small_hill, 5291, 534
small_bush, 5723, 539
block, 6392, 541
block, 6439, 541
block, 6486, 541
block, 6533, 541
block, 6533, 493
block, 6486, 541
block, 6439, 493
block, 6486, 493
block, 6486, 445
block, 6533, 445
block, 6533, 397
block, 6674, 541
block, 6674, 493
block, 6674, 445
block, 6674, 397
block, 6721, 445
block, 6721, 493
block, 6721, 541
block, 6768, 541
block, 6768, 493
block, 6815, 541
big_bush, 6528, 539
big_hill, 6720, 480
block, 7097, 541
block, 7144, 541
block, 7191, 541
block, 7238, 541
block, 7285, 541
block, 7285, 493
block, 7238, 493
block, 7191, 493
block, 7144, 493
block, 7191, 445
block, 7238, 445
block, 7285, 445
block, 7285, 397
block, 7238, 397
block, 7426, 541
block, 7426, 493
block, 7426, 445
block, 7426, 397
block, 7473, 445
block, 7473, 493
block, 7473, 541
block, 7520, 541
block, 7520, 493
block, 7567, 541
small_bush, 7566, 539
small_hill, 7722, 534
small_pipe, 7872, 492
small_bush, 8051, 539
small_pipe, 8544, 492
block, 8648, 541
ground, 8648, 589
block, 8695, 541
block, 8742, 541
block, 8695, 493
block, 8742, 493
block, 8789, 541
block, 8836, 541
block, 8883, 541
block, 8930, 541
block, 8977, 541
block, 9024, 541
block, 9024, 493
block, 9024, 541
block, 8977, 541
block, 8930, 541
block, 8930, 493
block, 8883, 493
block, 8836, 493
block, 8789, 493
block, 8742, 493
block, 8742, 445
block, 8789, 445
block, 8836, 445
block, 8883, 445
block, 8930, 445
block, 8977, 445
block, 9024, 445
block, 8977, 493
block, 8789, 397
block, 8836, 397
block, 8883, 397
block, 8930, 397
block, 8977, 397
block, 9024, 397
block, 9024, 349
block, 8977, 349
block, 8930, 349
block, 8883, 349
block, 8836, 349
block, 8883, 301
block, 8930, 301
block, 8977, 301
block, 9024, 301
block, 9024, 253
block, 8977, 253
block, 8930, 253
block, 8977, 205
block, 9024, 205
big_hill, 9120, 480
block, 9494, 541
small_cloud, 294, 144
small_cloud, 686, 0
big_cloud, 1164, 74
big_cloud, 1746, 0
small_cloud, 2646, 144
small_cloud, 3136, 72
big_cloud, 3492, 148
big_cloud, 3880, 74
small_cloud, 4998, 72
small_cloud, 5488, 72
big_cloud, 6014, 148
big_cloud, 6402, 74
small_cloud, 7252, 72
small_cloud, 7840, 72
big_cloud, 8148, 74
big_cloud, 8536, 74
small_cloud, 9506, 144
question_object, 752, 301
brick, 940, 301
brick, 1034, 301
brick, 1128, 301
question_object, 1081, 301
question_object, 987, 301
brick, 3666, 397
brick, 3760, 397
brick, 3807, 205
brick, 3854, 205
brick, 3901, 205
brick, 3948, 205
brick, 3995, 205
brick, 4042, 205
brick, 4089, 205
question_object, 3713, 397
brick, 4277, 205
brick, 4324, 205
brick, 4371, 205
question_object, 4418, 205
brick, 4418, 397
brick, 4794, 397
question_object, 5076, 397
question_object, 5217, 397
question_object, 5358, 397
question_object, 5217, 205
brick, 5640, 397
brick, 5781, 205
brick, 5828, 205
brick, 5875, 205
brick, 6110, 205
brick, 6251, 205
question_object, 6157, 205
question_object, 6204, 205
brick, 6157, 397
brick, 6204, 397
brick, 8084, 397
brick, 8131, 397
brick, 8225, 397
question_object, 8178, 397
